,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
583,1084.565944589854,1895.0749031811968,4454.197772436384,2014.0958971004502,136497.87202636502,87094.5555503655,86510.4265802085,42320.366837865266,10762.310450156816,13222.649324458847,7502.781616685157,8502.283565620906,3622.0798149490383,7217.405631264931,2492.9238726372737,874.3069553319223,7725.045605329758,17659.01109780647,129096.61840449282,OAS1_0286_MR1_mpr-4,23064.004821666975,86510.4265802085,57377.72306858949,388183.0271678466
601,1093.8269441167124,1853.2289053190962,2911.040851275804,1730.434911592604,140165.5708389834,83334.93274244352,87891.6875096403,39364.049988902596,10883.732443953404,12120.590380762706,5094.235739737038,7524.047615598684,2900.407851819041,4731.341758277182,2246.306885236861,691.4879646720892,6208.299682819848,17863.439087362305,96742.11605747457,OAS1_0023_MR1_mpr-4,19886.79598398961,87891.6875096403,36344.6211431643,341013.32657773234
612,1089.7109443269976,1304.771933339597,1593.2349186021102,1992.8298981869236,136355.18403365492,92286.20328512581,88997.51945314367,41132.55789855006,9437.987517816075,11941.887389892587,5689.683709315781,8084.852586947329,3332.9308297215725,5588.1557145028155,2438.043875441076,716.8699633753306,6690.90065816391,19270.425015479814,110399.00335974833,OAS1_0426_MR1_mpr-4,17999.26708042289,88997.51945314367,21804.165886031762,380694.9945504079
614,874.6499553143985,1048.5509464298495,2355.0378796818272,1118.8659428374776,155304.2180655545,91731.22931347926,97639.06101164993,47676.99756419662,13290.220321006665,12813.793345347176,7789.186602052814,9765.552501080878,3434.458824534538,4959.779746606353,2310.447881959917,1021.1109478317508,6472.752669309025,20766.247939058678,99678.8819074361,OAS1_0342_MR1_mpr-4,18577.222050895347,97639.06101164993,27858.458576719782,366531.4962740168
620,925.070952738405,1783.2569088939442,5008.828744100456,3544.5618189094093,127509.21448559282,87827.54651291724,74987.68516890187,34828.21822063687,10613.791457744606,11475.407413724908,7012.634641726618,7944.908594097024,3369.2888278640535,6113.631687656407,2384.192878192307,815.3109583460099,6453.5446702903555,16419.75216111983,96933.85304767877,OAS1_0280_MR1_mpr-4,17377.065112211003,74987.68516890187,61572.612854273844,324235.8254348898
621,1805.5519077548995,2157.8128897579927,2792.0198573565503,2162.957889495136,159460.6918532015,109945.55738291475,108114.6234764566,54229.326229440136,12128.136380377182,14461.565261163007,7237.642630231028,9391.339520199306,4076.211791747573,6593.8316631231355,2821.5178558495068,948.7379515292652,8076.620587367899,24746.419735712905,120892.40182364377,OAS1_0332_MR1_mpr-4,22614.674844623107,108114.6234764566,39263.55099403706,461928.70940020203
638,859.9009560679204,896.2589542104013,1657.3759153251663,1524.9779220893395,168013.05341626395,113297.3532116725,105294.82062051949,52107.52833784215,11461.344414443382,16034.563180799021,7280.174628058081,10368.203470291623,4213.411784738068,7988.126591889029,3259.185833489182,1157.281940874816,8234.05757932449,19298.551014042867,140241.37383511066,OAS1_0336_MR1_mpr-4,19805.84798812522,105294.82062051949,15619.533202002776,477306.42761455907
647,1924.915901656629,2342.0038803477305,4976.586745747689,1433.739926750661,131701.0172714349,72205.9553110196,77120.45905993908,36371.03214181497,9001.348540123829,12932.471339283953,6778.36565369535,7522.332615686303,3766.482807571533,3744.8738086755307,1492.7359237365736,731.6189626218086,5908.517698135619,17725.21009442438,115539.20109713718,OAS1_0134_MR1_mpr-4,18869.115035982624,77120.45905993908,77760.15402725726,331023.10908812954
648,1812.4119074044243,2345.776880154969,6085.16268911088,2867.822853483798,167000.1744680116,105517.77060912903,101650.4458067095,50198.04743539695,14789.816244392765,14706.467248651039,9018.49853924764,10822.678447072634,4356.09977744818,6291.305678579097,2728.564860598447,1211.475938106061,8007.334590907699,25210.155712020773,114539.01314823647,OAS1_0042_MR1_mpr-4,22013.395875342267,101650.4458067095,48583.20351789883,481489.9984008217
649,1136.0159419612894,930.5589524580247,1583.9739190752518,1805.5519077548995,176235.10599620175,118934.9009236519,119229.88090858146,42579.674824617294,11386.91341824604,14424.86426303805,8922.458544154293,10934.839441342363,4225.759784107211,6754.012654939537,3131.589840008023,1278.3609346889266,7626.604610359078,22651.375842748064,118704.74793541036,OAS1_0103_MR1_mpr-4,17704.630095475808,119229.88090858146,19899.143983358757,430141.52902419947
650,1037.57494699061,888.3699546134478,1690.3039136428847,2429.4688758791704,193611.14210846534,130584.89532845722,123892.27967038093,61647.386850453666,14591.219254539024,18732.944042939558,7906.14959607721,11967.269388595829,4713.162759205941,8056.383588401801,3931.465799142602,1319.1779326035987,9548.433512173422,24073.79677007701,167266.68545439566,OAS1_0061_MR1_mpr-4,25111.371717067617,123892.27967038093,10251.240476267227,499350.6934883242
651,1068.444945413471,880.1379550340182,1517.4319224748624,1179.2339397532949,187968.4493967488,128556.05043211029,128904.88141428863,50804.8144043974,11615.694406557688,17227.517119851364,7517.530615931636,9363.899521601208,4143.096788330438,8649.773558085686,3132.961839937928,1143.5619415757665,8177.462582215911,24243.92476138522,132487.1732312704,OAS1_0009_MR1_mpr-4,18537.77705291058,128904.88141428863,19302.324013850106,447075.0951590687
652,929.8729524930723,668.5069658461814,1843.9679057922376,1248.176936231018,180431.36778181602,109248.23841854055,114230.65616399035,53326.89327554517,11816.692396288761,15177.406224590908,6902.8746473342235,9076.8085362686,3804.2128056439187,6526.946666540271,3072.936843004587,894.54395429802,6830.158651049262,22268.93086228706,121469.67079415127,OAS1_0419_MR1_mpr-4,17613.04910015465,114230.65616399035,15071.076230023276,412940.07990301633
657,1104.1169435909994,981.3229498645075,3062.3038435478234,2941.910849698665,179186.62084540975,125831.94457128404,132440.86823363608,62577.94580291168,13896.644290024647,18042.14207823242,8615.130559855588,11829.383395640383,4609.576764498119,7354.948624237901,3256.7848336118486,1242.0029365464457,9532.655512979514,24096.777768902917,164133.72361445773,OAS1_0111_MR1_mpr-4,25813.492681196472,132440.86823363608,12533.219359681616,496824.15561740426
659,917.5249531239278,740.1939621837145,1659.0909152375473,1413.159927802087,170191.44630497054,110930.99633256896,118298.63595615848,60282.93292016319,12549.683358840475,16502.75815687908,7144.346634997493,10235.805477055797,4217.870784510258,7167.670633805877,2967.2928484019067,976.5209501098402,8266.299577677257,22500.455850458522,128142.04945326147,OAS1_0202_MR1_mpr-4,20543.6409504316,118298.63595615848,9163.24453185261,526822.9340847757
660,872.9349554020173,941.5349518972642,1388.1209290813217,1869.6929044779554,152119.1202282802,109636.51439870367,110388.02736030909,52307.84032760827,10846.68844584597,13857.19929203988,6667.23365937305,8978.024541315444,3629.6258145635156,6997.88564248014,2987.529847368004,1076.3339450104245,6915.222646703368,20609.15394708456,110501.21735452625,OAS1_0274_MR1_mpr-4,16756.578143911494,110388.02736030909,16276.035168462287,407145.4381990628
661,931.5879524054534,696.6329644092327,1676.9269143263114,781.6969600633389,133200.2701948385,80381.01689335817,78127.50700848931,44855.47970834712,9447.248517342932,12388.473367076644,6925.855646160131,8517.375564849859,3401.8738261992958,5706.14770847464,2517.2768713930864,874.3069553319223,6401.408672953969,16656.422149028433,96165.87608691449,OAS1_0367_MR1_mpr-4,15410.303212692272,78127.50700848931,8326.667574593073,338689.8446964383
665,1033.115947218419,1132.2429421540508,1764.3919098577512,1429.6239269609462,161244.63476206042,107801.80749243828,103618.57970615811,44413.69573091772,11806.402396814476,14660.162251016747,6889.840648000127,8825.389549113519,3946.21479838908,7033.557640657669,2964.5488485420965,1117.4939429075725,7246.2176297929345,23444.734802215593,127171.70250283621,OAS1_0341_MR1_mpr-4,20139.929971057074,103618.57970615811,15783.830193608892,410933.1870055478
668,1057.4689459742315,1025.5699476039417,1415.5609276794207,2014.0958971004502,144337.8226258243,97449.0390213581,92151.74729199513,44678.83471737186,10566.11446018041,12442.324364325414,7240.729630073314,9716.1605036043,3838.5128038915427,6465.206669694548,2860.6198538517974,1055.7539460618505,6608.5806623696135,18369.707061497225,113118.30722081992,OAS1_0229_MR1_mpr-4,17272.793117538225,92151.74729199513,15133.159226851476,373633.99691115215
670,1555.1619205472482,1812.7549073869004,2036.3908959614055,2282.664883379342,139751.22686015212,101583.56081012663,100627.27685898289,51739.83235662762,11931.254390435824,13704.907299820434,6489.55966845036,9259.970526910907,4199.348785456541,7652.672609027273,3207.7358361177467,920.2689529837377,7479.114617894298,20330.637961313856,122988.13171657358,OAS1_0234_MR1_mpr-4,21093.469922341006,100627.27685898289,37628.81307755533,420098.14653731283
677,1817.899907124044,2286.4378831865806,5247.556731903915,2916.8718509779,115557.38009620842,84619.81067679949,89329.20043619818,37667.91507555762,9573.472510894188,12793.213346398603,6974.218643689281,10078.71148508168,4017.5587947441372,5496.917719164137,2074.8068939987434,689.0869647947554,6435.708671201592,17236.092119413268,93569.02321958693,OAS1_0073_MR1_mpr-4,18143.67007304539,89329.20043619818,72051.60531890529,309370.54919435224
682,980.9799498820313,990.2409494088896,2158.498889722945,1552.074920704962,150657.9403029314,87042.41955302912,90979.71635187382,51375.56637523786,11913.418391347059,13534.093308547268,7562.463613636022,9868.109495841272,3728.0668095341953,5734.959707002645,2456.565874494793,966.9169506005056,7032.871640692716,17867.21208716954,107619.6745017434,OAS1_0178_MR1_mpr-4,15949.499185144914,90979.71635187382,14708.525248545897,395183.99981016904
683,992.298949303747,1001.216948848129,1972.2498992383494,1597.6939183743011,155354.98206296097,106478.51356004496,105342.84061806616,44131.74974532226,10859.722445180067,15469.642209660662,6820.897651522403,9469.886516186365,3539.0738191897894,6442.568670851117,2712.78686140454,1025.2269476214656,8012.136590662367,18571.391051193248,131213.2712963537,OAS1_0395_MR1_mpr-4,20789.91493784954,105342.84061806616,6115.346687568788,378266.5546744762
684,993.6709492336519,971.3759503726967,1716.028912328602,2026.1008964871185,152981.7651842079,102991.91873817405,102110.7517831926,50514.97941920499,10303.033473621137,15437.743211290372,6764.988654378777,10605.559458165179,4061.805792483571,6755.7276548519185,2915.499851047995,813.2529584511525,8008.020590872651,18732.60104295708,122362.15674855444,OAS1_0191_MR1_mpr-4,20396.15095796682,102110.7517831926,9640.014507494576,425835.16424421035
686,1370.2849299925576,2006.549897485973,4187.343786069873,2145.8078903713244,144045.24364077213,98760.67095434721,87183.04954584438,43842.25776011232,13531.349308687459,11793.368397480379,7456.819619033342,8441.572568722611,3744.8738086755307,6167.1396849227,2675.0568633321545,826.9729577502019,7109.360636784917,19775.66398966731,78588.84198491985,OAS1_0317_MR1_mpr-4,20801.233937271252,87183.04954584438,35374.61719272152,343640.3634435178
688,988.8689494789846,1063.2999456763275,1947.2109005175844,1143.9049415582426,117939.85797448835,62176.635823414494,72204.92631107217,34366.19724424138,7882.139597303873,11627.699405944357,5363.147725998406,6864.801649279361,2775.555858197691,5277.054730396871,1465.6389251209507,846.5239567513472,5968.199695086484,13492.247310685168,85257.4476442228,OAS1_0222_MR1_mpr-4,13893.214290199887,72204.92631107217,10300.289473761328,287996.8482863282
694,1069.8169453433761,2532.711870604517,4047.39979321957,1605.2399179887784,116833.34003102002,79499.16393841177,79671.34992961484,33055.25131121722,9861.249496191747,11534.746410693297,6021.707692352777,10461.842465507634,3402.9028261467247,4871.971751092437,2302.2158823804875,776.2089603437191,6682.325658602004,17122.559125213636,90810.96036049552,OAS1_0380_MR1_mpr-4,16652.649149221194,79671.34992961484,57366.0610691853,327900.43724766595
702,1424.4789272238027,1980.1388988353028,1917.369902042152,1649.4869157282126,128384.2074408897,84820.12266656561,87144.63354780705,38045.55805626395,10939.641441097028,11385.88441829861,6089.278688900595,7501.4096167552525,3237.233834610703,5392.988724473838,1865.5769046882406,856.8139562256342,6002.842693316583,19192.907019440187,101741.3408020657,OAS1_0035_MR1_mpr-4,17125.9891250384,87144.63354780705,52151.77533558158,345274.07236005215
714,1620.674917200209,1875.5239041800514,2596.5098673450966,2330.6848809260146,161599.6397439233,107302.74251793537,97315.26902819236,44336.52073486057,14521.590258096348,12771.604347502598,7718.871605645186,8999.976540193922,3496.19882138026,5600.50371387196,2397.226877526404,1021.1109478317507,7062.026639203196,20920.597931172982,120820.71482730625,OAS1_0335_MR1_mpr-4,20679.125943509713,97315.26902819236,48073.50554393915,404150.3623520803
715,1387.091929133893,3540.7888191021707,8324.952574680692,3211.851835907462,131244.82729474147,87222.15154384667,88633.59647173638,42517.934827771576,10030.691487535008,13580.39830618156,7468.824618420011,10248.496476407418,4253.542782687787,4343.40877809656,2053.883895067693,910.3219534919269,7620.430610674506,16604.286151692046,111354.9443109096,OAS1_0402_MR1_mpr-4,19075.25802545084,88633.59647173638,66945.02157979911,371760.1880068845
730,1498.9099234211455,1733.5219114348902,3415.250825515869,1080.4499448001393,136146.64004430937,94871.05115306671,93549.47222058577,32213.872354203013,11360.159419612894,12307.182371229777,7233.526630441314,8920.057544276959,3794.951806117061,5762.056705618266,2406.830877035739,857.8429561730629,6759.157654676681,20001.0149781542,65238.25366699736,OAS1_0304_MR1_mpr-4,18307.967064651504,93549.47222058577,48206.58953713993,341663.65454450727
733,934.6749522477396,1138.416941838623,1915.9979021122472,2047.0238954181686,177708.97692090215,121788.66077785418,124926.0816175643,49500.38547104029,10052.643486413486,16976.44113267876,7359.064624027615,12304.781371352445,4706.988759521369,7504.496616597538,3052.0138440735363,1012.878948252321,8530.409564183956,21516.73190071668,144651.3246098076,OAS1_0340_MR1_mpr-4,22057.98587306418,124926.0816175643,15448.376210747134,503246.1442893068
735,1203.2439385266314,2204.46088737476,2220.238886568667,1967.4478994836822,157128.29197236313,108015.49648152098,104169.09467803247,47662.59156493262,12082.86038269032,13116.662329873692,6872.004648911363,9628.352508090386,3681.0758119349507,7727.446605207091,3264.330833226326,903.8049538248785,7283.6046278828435,24434.289751659533,117349.21200466428,OAS1_0143_MR1_mpr-4,19593.53099897243,104169.09467803247,17373.978112368717,389192.1331162917
737,1402.1839283628474,2045.99489547074,3929.7507992302208,1853.2289053190962,138759.95691079582,87034.1875534497,77062.83506288307,37440.84908715835,10646.719456062325,12214.572375961194,6094.766688620215,8273.502577309257,3510.261820661786,4737.172757979277,1773.995909367086,750.4839616580016,6866.859649174219,19025.18002800931,110192.17437031516,OAS1_0307_MR1_mpr-4,18306.25206473912,77062.83506288307,39451.51498443404,383349.47141479154
748,709.3239637608533,634.206967598558,1329.4679320778857,1434.0829267331374,155284.3240665709,106192.45157465979,98869.40194879218,40900.68991039613,9425.982518429406,13467.894311929354,5377.553725262407,8494.051566041477,3270.1618329284215,7389.591622468,2525.8518709549926,988.5259494965085,7197.854632263785,18421.15705886866,128160.57145231518,OAS1_0236_MR1_mpr-4,17098.5491264403,98869.40194879218,5879.019699642663,364356.533385135
749,1638.5109162889732,3415.9368254808214,4774.902756051663,2420.207876352312,170255.58730169357,114784.60113568947,107438.91351097843,56889.977093508285,13472.01031171907,14545.94325685216,8399.040570895559,9382.078520672447,4436.018773365144,5826.883702306275,3018.056845808389,1092.7979441692837,7654.387608939654,21614.14389573993,128332.41444353579,OAS1_0205_MR1_mpr-4,23230.359813167946,107438.91351097843,113267.85521317954,456458.2026796886
750,1065.7009455536613,1100.0009438012846,1895.417903163673,2596.5098673450966,177267.8789434377,103465.60171397371,108988.93043178853,46688.128614717636,12045.130384617934,16998.39313155724,8616.159559803014,10594.926458708414,4114.284789802436,7294.580627322083,2546.4318699035666,1158.6539408047208,8318.435575013644,23457.76880154969,146240.78652860248,OAS1_0156_MR1_mpr-4,22037.405874115604,108988.93043178853,14479.744260234249,444747.497277985
753,1014.5939481647023,778.6099602210528,1659.4339152200237,1831.276906440617,168575.57338752493,118404.62295074365,121963.24776893458,55488.136165127915,12173.75537804652,16671.17114827491,7846.467599126345,9937.052492318995,4249.426782898072,7841.665599371678,3038.2938447744873,1187.8089393152009,8189.810581585056,22291.225861148017,140757.2458087549,OAS1_0132_MR1_mpr-4,21591.848896878975,121963.24776893458,12239.268374699484,472286.2798710369
760,1203.5869385091075,2029.5308963118807,2735.4248602479715,1718.0869122234596,171231.079251856,116367.88905479977,115432.18510260459,50990.37739491705,13488.47431087793,13713.48229938234,9335.43052305568,13536.837308407079,5136.424737581615,7810.109600983864,3116.8408407615448,1185.7509394203435,7640.6676096406045,24207.566763242743,112761.58723904463,OAS1_0365_MR1_mpr-4,20742.23794028534,115432.18510260459,71788.52433234602,446652.1761806755
763,1017.3379480245121,858.8719561204916,1824.0739068086161,1933.1479012360587,171775.42022404575,108245.64946976255,107348.36151560469,53829.045249890376,11628.042405926833,15194.55622371472,6588.343663403516,10137.364482085117,3752.0768083075313,7297.324627181893,3187.1558371691726,1056.7829460092792,7682.856607485181,21908.43788070454,123151.74270821473,OAS1_0439_MR1_mpr-4,20467.494954321875,107348.36151560469,9064.460536899454,396258.96175524953
769,1082.8509446774729,1082.8509446774729,1940.693900850536,2282.664883379342,148203.77542831394,99830.83089967305,98682.8099583251,49664.6824626464,10368.889470256574,16016.727181710256,7567.608613373166,10818.562447282919,4290.929780777697,7700.006606608993,3137.0778397276426,1157.9679408397683,8080.736587157613,19728.32999208559,128871.61041598843,OAS1_0366_MR1_mpr-4,21215.23491612007,98682.8099583251,17458.699108040346,458453.4335777528
778,1405.2709282051335,1368.2269300977002,2518.6488713229915,2010.3228972932116,184961.02555039717,125805.53357263336,118825.82692922448,54584.67421128551,12433.063364798556,16033.877180834068,7601.565611638314,10103.750483802447,4416.124774381522,6513.912667206173,3436.8598244118716,1074.6189450980432,8098.9155862288535,23520.53779834284,143993.79364340066,OAS1_0117_MR1_mpr-4,19558.20200077738,118825.82692922448,56891.69209342067,434845.43078387855
785,1402.5269283453238,1237.2009367917785,1723.5749119430793,1628.220916814686,141868.22275199543,91485.29832604379,86929.22955881197,44102.25174682931,11972.414388332973,13026.110334499965,6278.614679227476,9458.224516782171,3355.225828582528,6199.03868329299,2422.608876229646,987.4969495490798,6429.191671534543,19495.09000400175,116751.70603519067,OAS1_0227_MR1_mpr-4,16587.822152533186,86929.22955881197,14610.084253575216,332918.8699912757
788,960.7429509159334,836.5769572595365,2079.608893753411,1198.0989387894879,152663.80420045246,98111.02898753723,86984.45255599063,44359.501733686484,10312.637473130471,14076.719280824673,5848.1497012198015,9710.67250388468,3721.2068098846703,7178.30363326264,3074.6518429169682,983.7239497418411,7666.735608308798,19286.203014673723,111641.34929627726,OAS1_0044_MR1_mpr-4,19540.366001688613,86984.45255599063,6949.865644933468,389135.1951192006
789,1100.0009438012846,840.6929570492513,2063.1448945945517,2500.812872234227,175740.50002147103,110428.50135824128,112135.26927104303,41971.87885566941,11766.614398847232,15578.030204123152,7771.007602981574,10872.070444549212,4352.326777640942,6917.6236465807015,2613.6598664689086,1233.7709369670163,8368.170572472698,22416.077854769366,131375.16728808248,OAS1_0193_MR1_mpr-4,20989.540927650705,112135.26927104303,19487.201004404797,399561.0225865483
793,1160.7119406995782,1021.7969477967032,1851.513905406715,2015.124897047879,161342.73275704862,108397.25546201701,100735.3218534629,45198.136690840875,11637.646405436168,16853.647138952267,7490.433617316014,9728.165502990969,4768.385756384615,7497.636616948014,3399.472826321962,1106.8609434508094,9053.141537477739,22000.018876025693,140014.99384667634,OAS1_0018_MR1_mpr-4,25422.81570115604,100735.3218534629,18154.646072484626,496719.88362273143
795,1086.2809445022353,2288.495883081438,2874.339853150847,1596.6649184268724,157759.41194011937,105942.40458743462,97971.42799466939,49622.8364647843,12546.253359015713,13968.674286344658,7348.774624553329,8278.304577063924,3517.807820276263,6780.766653572684,3007.766846334102,884.9399547886856,6865.487649244314,20739.836940408008,104785.80864652476,OAS1_0064_MR1_mpr-4,18891.41003484358,97971.42799466939,35878.484166979106,443334.68035016535
799,1170.3159402089127,1710.8839125914587,3002.964846579435,1411.1019279072295,112975.27622812733,77054.60306330366,83653.57972616394,33662.36128020015,10671.75845478309,10563.370460320599,5996.3256936495345,7466.080618560201,3360.7138283021477,4609.9197644805945,1504.3979231407652,722.7009630774264,6107.457687971835,15928.576186213864,98452.31397010107,OAS1_0053_MR1_mpr-4,16752.46214412178,83653.57972616394,37061.49110653964,308679.74722964515
808,1140.1319417510042,1309.573933094264,2651.046864558818,1707.4539127666962,113773.78018733201,83979.77270949882,81691.2768264174,32565.44733624115,10351.739471132763,12850.837343454608,6387.345673672443,10233.061477195986,4026.476794288519,5989.808693982486,2107.0488923515095,812.9099584686762,6602.406662685042,16434.501160366308,103528.0277107844,OAS1_0033_MR1_mpr-4,18105.940074973,81691.2768264174,25944.86167448487,355601.80183241155
812,1183.3499395430097,943.9359517745979,1587.403918900014,1819.6149070364252,180750.35776551894,114382.94815620981,122887.97572169051,51028.107392989434,11832.813395465146,16351.838164589537,8428.538569388515,10618.93645748175,4161.961787366632,6614.754662054186,2864.04985367656,1196.3839388771066,7491.805617245918,21083.179922866715,139511.4698724012,OAS1_0285_MR1_mpr-4,18480.839055819524,122887.97572169051,11426.701416213284,401360.7434946011
826,1182.320939595581,2222.9828864284773,4077.9267916599547,2210.977887041809,116327.75805685004,81791.08982131796,74112.69221360498,30025.87546598711,9253.110527261382,10887.848443743118,6266.266679858331,8468.669567338235,3448.1788238335876,5639.60571187425,2282.664883379342,800.904959082008,6189.434683783656,15300.543218299877,102172.49178003831,OAS1_0247_MR1_mpr-4,17849.033088098302,74112.69221360498,51222.93138303594,288312.4082702063
830,1736.9519112596524,2510.416871743562,4454.54077241886,1915.6549021297708,125941.70456567642,78962.36896583647,77243.93905363054,45097.29469599287,11760.44039916266,13384.202316205156,6140.042686307077,8017.624590381986,4320.770779253128,5526.415717657093,2286.094883204104,798.8469591871506,7166.984633840924,19089.664024714843,118816.5659296976,OAS1_0098_MR1_mpr-4,19311.928013359444,77243.93905363054,101301.27182454868,398946.36661795084
835,1432.367926820756,1514.6879226150525,2089.2128932627456,2127.628891300084,170566.00228583458,127076.00550772532,123351.71169799837,58573.76400748412,12043.75838468803,15166.773225134146,8989.000540754681,10835.026446441778,4647.306762570504,7654.387608939654,3300.3458313863302,1194.6689389647254,8786.287551111229,21255.365914069786,128557.42243204018,OAS1_0381_MR1_mpr-4,20926.428930875078,123351.71169799837,37624.69707776561,529039.0569715546
845,1226.9109373174915,2077.8938938410297,2542.315870113852,2355.72387964678,133412.93018397377,86254.20559329874,86126.2665998351,40739.82291861478,9715.131503656872,12333.593369880447,6259.749680191283,8292.36757634545,3550.7358185939815,4907.986749252443,2623.606865960719,889.3989545608765,6294.392678421384,18446.196057589426,97999.89699321492,OAS1_0170_MR1_mpr-4,16666.369148520243,86126.2665998351,55838.68214721863,346518.4762964759
846,1070.1599453258523,1139.1029418035755,1853.9149052840485,1235.4859368793973,142739.09970750258,95942.58309832244,96141.52308815869,48146.22154022411,10671.75845478309,12772.976347432505,6927.570646072512,7889.685596918351,3775.7438070983917,5571.348715361481,2457.937874424698,879.4519550690658,7586.47361240936,18397.490060077802,118823.42592934714,OAS1_0432_MR1_mpr-4,21414.860905921236,96141.52308815869,26867.53162734594,402059.0914589227
866,1381.6039294142734,2928.876850364568,3207.392836135271,1521.8909222470534,137460.32997719332,84984.41965817173,84397.5466881549,36230.40214899972,11155.388430074581,10549.307461039076,7883.511597233778,9792.992499678978,3523.295819995883,6445.998670675879,2370.815878875734,916.8389531589753,6650.083660249238,18386.171060656085,104268.5646729506,OAS1_0300_MR1_mpr-4,15055.29823082937,84397.5466881549,48929.97650018231,375513.9798151044
873,1427.9089270485651,1903.992902725579,3012.225846106293,1896.7899030935778,158431.69190577278,100974.04984126636,94206.31718702777,41967.07685591475,11208.553427358398,13843.136292758356,6663.4606595658115,9235.27452817262,4169.507786981108,5992.552693842296,2667.167863735201,871.5629554721124,7829.66059998501,21718.072890430227,125056.42161090526,OAS1_0060_MR1_mpr-4,22897.306830183523,94206.31718702777,33493.26228883937,415173.69578890153
879,1068.1019454309949,1022.8259477441319,2018.5548968726412,1584.6599190402044,132196.99524609552,90363.68838334651,95799.2091056474,40314.84594032672,9725.421503131158,13167.083327297698,6473.438669273977,9741.885502290017,3897.165800894979,6854.511649805074,2697.008862210633,1041.3479467978486,7462.993618717915,18504.16305462791,130713.86332186828,OAS1_0309_MR1_mpr-4,19895.02798356904,95799.2091056474,19503.665003563656,399785.3445750877
884,771.4069605890519,852.6979564359194,2042.9078956284538,2182.5088884962815,185344.15653082315,116964.70902430842,123575.69068655535,54832.32019863336,13797.860295071492,16683.519147644056,8533.153564043767,9489.780515169985,4124.231789294246,8134.587584406382,3547.648818751695,1037.57494699061,8655.604557787783,24351.969755865233,140158.3678393514,OAS1_0266_MR1_mpr-4,22662.694842169778,123575.69068655535,37953.9770609428,528992.4089739379
885,1093.4839441342363,889.0559545784004,1985.6268985549227,1181.9779396131048,185207.64253779763,108450.07745931836,111724.35529203649,56008.81013852684,12214.229375978717,15211.02022287358,8310.203575434214,10534.21546181012,3999.7227956553725,7612.884611060029,2755.6618592140694,1462.5519252786648,7699.663606626516,22487.078851141945,116173.06506475326,OAS1_0348_MR1_mpr-4,18354.615062268273,111724.35529203649,12526.359360032091,433750.91783979686
887,1116.8079429426202,1045.120946605087,2643.1578649618646,2352.2938798220175,148624.29340682982,94485.51917276342,96599.77106474694,40298.381941167856,9654.420506758579,16087.042178117885,8380.86157182432,9702.44050430525,4095.0767907837662,6918.309646545654,2702.496861930253,1122.9819426271924,8307.802575556881,18198.207070259108,128947.41341211568,OAS1_0173_MR1_mpr-4,20122.09397196831,96599.77106474694,14653.645251349699,399730.80757787405
899,1185.064939455391,1553.7899206173431,2221.267886516096,1970.5348993259684,161350.96475662803,102754.56275030048,102264.07277535947,52792.156302864714,12615.196355493435,15591.750203422202,8481.703566672331,10966.738439712652,4999.567744573596,7761.4036034722385,3054.071843968394,1146.6489414180526,8204.216580849057,19840.49098635532,143939.59964616943,OAS1_0375_MR1_mpr-4,21363.75390853228,102264.07277535947,30104.765461956646,430445.77000865585
902,819.0839581532484,712.0679636206632,2201.7168875149505,1373.71492981732,174937.53706249414,115524.10909790822,117214.7560115336,56398.45811861985,11705.56040196646,16785.04714245702,8193.583581392295,10610.361457919844,4215.4697846329245,7689.373607152229,3081.854842548969,1039.9759468679435,7860.873598390347,20637.622945630093,127817.91446982144,OAS1_0408_MR1_mpr-4,19984.55097899534,117214.7560115336,10404.561468434104,466086.5551877789
914,1167.2289403666266,985.4389496542223,2040.8498957335964,1728.3769116977467,163013.14267170787,108522.79345560333,109089.77242663654,45586.755670986444,11134.46543114353,14317.162268540513,7561.091613706118,9746.34450206221,3933.8667990199356,6645.967660459523,2513.8468715683243,1117.4939429075725,7382.388622836,20235.626966167943,111142.97032173928,OAS1_0059_MR1_mpr-4,17916.26108466364,109089.77242663654,16684.891147573962,382040.5834816622
918,961.0859508984096,695.9469644442802,1472.1559247879993,1552.4179206874383,133378.63018572616,95089.54214190406,93133.41324184209,44024.733750789674,9049.025537688023,13651.056302571666,6743.379655482774,9215.380529188998,3754.4778081848654,6266.609679840808,2452.106874722602,935.7039521951683,7011.60564177919,17076.940127544298,111888.65228364262,OAS1_0011_MR1_mpr-4,17383.925111860528,93133.41324184209,19272.826015357154,406594.23722722346
924,1799.034908087851,2501.841872181656,2307.703882100107,2025.0718965396898,143385.99767445278,89397.80043269343,97334.82002719349,41725.604868251474,11586.882408029684,13006.902335481296,6867.202649156695,9041.13653809107,3516.092820363882,4808.1737543518575,2222.6398864460007,850.639956541062,6866.173649209266,19584.955999410522,113228.4102151948,OAS1_0010_MR1_mpr-4,21150.064919449585,97334.82002719349,53664.0622583193,401004.02351282584
